danger_level,elevation,temperature,wind_speed,humidity,avalanche_act,snow_depth
40.0,1800,-11,23,61,0,10.68
40.0,2194,-4,35,50,0,16.05
40.0,2210,-4,35,56,0,5.984
40.0,2440,-22,12,50,0,12.22
40.0,2370,-31,7,65,0,12.49
40.0,2450,9,16,60,0,12.79
60.0,2670,-11,9,66,0,12.77
60.0,2480,-11,36,64,1,16.02
40.0,2140,-13,25,50,0,13.03
60.0,2420,-34,13,55,0,13.5
40.0,2760,-7,40,53,1,17.8
60.0,2600,-14,26,65,0,13.33
60.0,2499,-25,36,55,0,6.069
40.0,2780,3,9,59,0,17.53
60.0,2355,-29,8,66,0,8.53
40.0,2094,0,23,59,0,13.3
60.0,2247,-4,39,63,0,13.7
60.0,2560,10,31,63,0,12.66
60.0,2595,-23,33,54,0,12.37
40.0,2700,3,9,58,0,11.42
60.0,2599,-21,10,48,0,6.659
40.0,2580,-4,35,62,0,5.188
40.0,2500,11,29,50,0,13.63
40.0,2542,-7,40,52,1,4.155
60.0,2241,-11,36,55,0,9.94
40.0,2555,2,37,58,0,12.09
60.0,2115,-27,38,60,0,15.92
60.0,2370,-11,36,60,0,6.324
60.0,2590,-27,38,53,1,17.8
40.0,2394,-31,31,63,0,3.468
40.0,2450,0,23,50,0,15.44
40.0,2585,11,11,53,0,3.903
40.0,2440,8,24,52,0,13.7
40.0,2050,-11,10,50,0,15.58
60.0,2110,-23,33,63,0,12.9
40.0,2478,-7,24,58,1,16.02
40.0,2585,2,37,56,0,16.19
40.0,2350,2,37,58,0,10.75
60.0,2350,-25,33,48,0,17.53
60.0,2380,-8,12,53,1,15.25
60.0,2417,-23,33,60,0,5.313
60.0,2420,-27,38,56,0,12.66
40.0,2577,-13,25,64,0,6.324
40.0,2640,-27,6,62,0,17.08
40.0,2370,12,37,58,0,14.84
40.0,2412,3,9,62,0,3.865
40.0,2450,-32,7,52,0,5.866
40.0,2140,-7,40,56,0,12.31
40.0,2580,-16,16,56,0,4.645
40.0,2570,-13,25,61,0,16.19
40.0,2210,-7,40,50,0,15.7
40.0,2580,9,16,57,0,17.08
60.0,2365,15,36,63,0,11.69
60.0,2370,-25,36,55,0,12.09
40.0,2495,-20,11,65,0,13.3
40.0,2490,-7,24,58,0,13.03
40.0,2510,-32,7,53,0,8.53
60.0,2410,8,34,59,1,14.54
40.0,2465,-4,35,56,0,16.63
40.0,2568,-7,40,60,0,17.53
60.0,2340,-24,10,66,1,10.68
40.0,2080,-4,35,52,0,15.99
40.0,2480,-23,35,65,0,13.5
40.0,2338,8,24,60,0,15.11
60.0,2250,-29,8,57,0,5.921
40.0,2618,-7,40,56,0,11.89
60.0,2465,-32,27,54,0,17.26
60.0,1980,-29,8,62,1,12.09
40.0,2100,13,35,50,0,5.241
40.0,2560,-16,16,61,1,5.701
40.0,2330,-11,14,50,0,3.319
60.0,2438,14,35,60,1,12.31
60.0,2495,10,31,63,0,15.99
60.0,2438,-34,13,60,1,10.84
60.0,2420,-25,36,54,0,10.84
60.0,2599,-10,34,64,0,8.76
60.0,2460,-7,22,54,0,5.921
40.0,2400,-32,7,50,1,9.95
40.0,2500,-11,14,60,0,15.91
60.0,2200,15,15,68,0,3.468
60.0,2585,15,9,63,0,6.391
60.0,2400,-21,10,56,1,15.62
40.0,2403,2,37,61,1,15.25
40.0,2640,8,24,60,0,14.54
60.0,2573,15,36,66,0,8.47
40.0,2350,-13,25,57,0,6.767
40.0,2450,3,9,50,1,12.69
40.0,2465,-7,16,57,0,13.37
40.0,2430,-22,12,53,0,6.592
60.0,2599,-24,10,66,0,15.18
40.0,2730,-16,16,56,0,14.24
40.0,2495,0,23,54,0,12.09
60.0,2130,-10,34,55,0,14.54
40.0,2570,11,11,52,0,15.11
40.0,2520,3,9,59,0,9.95
40.0,2424,-31,7,60,0,15.25
60.0,2815,-23,33,63,1,13.5
60.0,2100,-23,33,54,0,15.99
40.0,2410,12,37,62,1,9.74
60.0,2586,-8,13,63,0,4.579
60.0,2355,-17,19,57,0,2.613
40.0,2487,-31,7,59,0,15.11
40.0,2540,3,9,64,0,12.39
60.0,2580,-21,10,68,0,2.446
40.0,2735,11,11,61,0,9.0
40.0,2490,-7,34,64,0,16.19
40.0,2450,13,35,52,0,17.39
60.0,2100,-4,39,63,0,14.58
60.0,2380,-29,8,59,1,13.19
40.0,2420,-14,36,58,0,11.01
60.0,2482,-25,33,57,0,16.25
40.0,2470,-14,36,50,0,12.76
60.0,2420,-8,13,59,0,5.044
40.0,2311,-22,12,56,0,11.29
40.0,2500,-16,16,65,0,8.87
40.0,1800,8,24,59,0,15.99
40.0,2670,-22,12,58,1,15.45
40.0,2568,11,11,67,0,11.29
60.0,1760,-25,36,57,0,5.921
40.0,2447,11,11,65,0,8.14
40.0,2780,-31,31,61,0,11.76
40.0,2447,2,37,65,0,10.02
60.0,2505,-24,10,54,0,3.468
60.0,2560,-27,38,54,0,12.23
60.0,2350,-21,10,55,0,15.04
60.0,2087,-26,27,63,0,3.602
40.0,2465,3,9,65,0,13.63
60.0,2495,-4,39,57,0,6.118
40.0,2365,-7,34,50,0,10.55
40.0,2320,11,29,65,0,11.22
40.0,2294,-24,36,54,1,15.91
40.0,2465,-4,35,65,0,12.49
60.0,2510,8,34,68,1,6.063
60.0,2594,-18,13,55,0,15.48
40.0,2760,4,10,56,0,3.505
40.0,2710,-27,6,56,0,10.68
60.0,2250,-8,13,57,0,4.507
60.0,2400,-11,30,54,0,7.468
40.0,2525,2,37,56,0,1.696
60.0,2490,-32,27,63,0,13.63
40.0,2140,-11,10,59,0,6.659
60.0,2600,-25,36,62,0,14.24
40.0,2460,-27,6,60,0,12.23
60.0,2500,-23,33,60,0,12.12
60.0,2780,-29,8,58,0,11.76
40.0,2568,-7,24,65,0,4.535
40.0,2560,-16,16,63,1,12.63
40.0,2520,-4,35,50,0,15.92
60.0,2500,-29,8,65,0,4.512
40.0,2715,12,16,58,0,10.02
40.0,1800,6,31,63,0,12.76
60.0,2480,-32,27,60,1,12.59
40.0,2500,-31,7,50,0,16.19
60.0,2565,13,27,48,1,6.395
40.0,2290,-2,7,61,0,12.56
60.0,2560,-32,27,68,1,13.5
40.0,2780,-4,35,65,0,12.02
40.0,2091,13,35,53,0,13.84
40.0,2385,-27,6,50,0,11.09
40.0,2350,-27,6,64,0,12.9
40.0,2510,-7,24,57,0,14.54
40.0,2715,-27,6,63,0,9.94
40.0,2360,13,35,53,0,15.58
60.0,2500,-10,34,55,0,9.88
40.0,2460,-2,33,67,0,3.836
40.0,2420,-4,35,50,0,14.51
60.0,2560,-23,33,65,1,15.31
40.0,2478,-11,14,62,1,14.64
40.0,2560,13,35,59,0,15.7
40.0,2620,-2,7,59,0,15.92
60.0,2270,-8,12,54,1,12.26
40.0,2424,-31,7,54,0,12.09
40.0,2635,-22,12,50,1,9.21
60.0,2710,0,36,56,0,5.59
40.0,2670,-7,24,63,1,13.1
40.0,2462,-13,25,64,0,3.908
40.0,2340,8,40,57,0,10.75
40.0,2375,3,9,61,0,15.92
40.0,2420,-11,10,56,0,10.28
60.0,2450,-17,19,62,0,15.92
40.0,2440,-31,31,56,0,9.21
40.0,2480,-7,40,64,0,11.09
60.0,2595,-27,38,55,0,13.1
40.0,2880,-13,25,64,0,11.01
40.0,2490,2,37,62,0,4.373
60.0,2040,-18,13,55,0,10.28
40.0,2245,-7,16,50,0,9.0
40.0,2680,-27,6,65,1,12.09
40.0,2640,3,9,54,1,16.12
60.0,2130,-34,13,55,1,6.659
60.0,2465,-4,39,62,0,14.24
40.0,2730,4,10,57,0,14.84
60.0,2480,-34,13,66,0,12.96
60.0,2160,-18,13,68,1,9.0
40.0,2450,-16,16,50,0,7.729
60.0,2520,-7,22,64,0,13.03
40.0,2620,-13,25,65,0,15.62
60.0,1966,-4,39,62,0,12.5
40.0,2760,11,29,57,0,6.734
40.0,2320,8,40,50,0,6.659
40.0,2710,-16,16,54,0,3.908
40.0,2630,11,29,60,0,10.55
40.0,2400,8,40,62,0,2.865
40.0,2480,8,40,65,0,11.29
60.0,2290,-14,7,57,0,8.68
40.0,2520,3,9,63,0,6.939
40.0,2600,-27,6,60,1,15.91
40.0,2500,11,29,58,0,12.9
40.0,2230,-13,25,59,0,11.76
40.0,2550,-16,16,67,0,13.7
40.0,2730,-20,11,59,0,7.002
60.0,2215,-10,34,63,1,17.8
40.0,2630,-16,16,52,0,3.908
40.0,2385,-4,35,57,0,11.42
60.0,2475,-14,26,55,0,9.0
60.0,2500,-11,36,60,0,13.03
40.0,2385,12,37,53,0,12.26
60.0,2290,-11,36,63,0,5.188
40.0,2469,-22,12,65,0,12.64
40.0,2200,11,11,52,0,5.335
40.0,2586,-4,35,59,0,17.08
40.0,2338,-11,14,59,0,15.92
40.0,2560,-20,11,54,1,12.49
40.0,2450,-20,11,62,0,12.31
60.0,2560,10,31,53,0,11.63
40.0,2500,13,35,61,0,13.35
60.0,2247,-34,13,68,0,17.39
40.0,2600,-22,12,65,0,13.19
40.0,2450,9,16,58,0,5.241
60.0,2515,-21,10,59,1,3.113
40.0,2387,-20,11,65,0,16.51
40.0,2447,11,29,56,0,15.99
40.0,2365,-31,7,58,0,10.55
40.0,2424,-27,6,50,0,15.25
60.0,2525,-24,10,62,0,10.75
40.0,2270,15,19,58,0,17.26
60.0,2290,-14,7,64,1,12.37
40.0,2680,3,9,61,0,6.659
40.0,2460,3,9,63,0,6.872
40.0,2710,-31,31,62,0,12.09
40.0,2272,11,11,50,0,14.51
40.0,2469,12,37,57,1,3.468
40.0,2370,-31,31,52,0,14.64
40.0,2450,-22,12,53,0,12.49
40.0,2265,11,11,61,0,11.69
40.0,2555,13,35,62,0,12.96
40.0,2475,12,16,61,0,8.47
40.0,2580,-16,16,63,0,11.49
60.0,2435,-10,34,54,0,6.324
60.0,2295,-14,7,68,1,5.051
40.0,2760,-22,12,57,0,11.91
40.0,2447,8,40,50,0,5.984
60.0,2475,-28,14,60,0,6.659
60.0,2495,-10,34,63,0,16.12
40.0,2540,2,37,58,0,6.659
60.0,2580,-17,19,56,0,13.7
40.0,2570,-20,11,52,0,16.05
60.0,2520,-8,13,65,0,15.92
40.0,2670,3,9,65,0,13.32
60.0,2373,15,9,56,0,9.47
40.0,2465,12,37,63,0,15.04
40.0,2515,-4,35,56,0,13.1
40.0,2220,6,31,65,0,13.19
40.0,2370,12,16,52,1,7.468
40.0,2688,-7,40,65,0,6.872
40.0,2360,-16,16,50,1,13.7
40.0,2100,11,29,59,0,3.468
60.0,2350,-23,33,48,0,12.31
60.0,2230,-4,39,55,0,5.984
40.0,2585,8,40,58,0,12.69
40.0,2670,-11,10,61,0,10.84
60.0,2405,-21,10,66,0,16.02
60.0,2087,-23,33,48,0,4.507
40.0,2494,-27,6,61,0,13.84
60.0,2500,-23,33,63,0,17.39
40.0,2520,-22,12,52,0,13.1
60.0,2330,-11,9,60,1,3.113
40.0,2220,15,19,57,0,15.18
40.0,2580,13,35,65,0,3.505
40.0,2360,-7,40,50,0,3.252
40.0,2422,2,37,56,0,14.51
60.0,2290,-21,10,63,0,3.836
60.0,2210,-32,27,56,1,3.252
40.0,2780,3,9,58,0,16.12
40.0,2640,-11,23,61,0,12.56
60.0,1966,-32,27,63,0,2.865
60.0,2480,-11,9,64,0,15.45
40.0,2515,-23,35,58,0,5.051
40.0,2490,-20,11,50,0,13.5
60.0,2560,-10,34,56,0,16.25
40.0,2381,-22,12,52,0,8.14
40.0,2630,-4,35,61,0,6.069
40.0,2570,-4,35,50,0,17.8
60.0,2506,-23,33,68,0,15.48
40.0,2438,4,10,58,0,9.94
40.0,2560,4,10,53,0,11.96
60.0,2365,-7,22,58,0,6.395
40.0,2390,8,24,50,0,2.865
40.0,2525,-31,7,57,0,12.69
60.0,2417,-34,13,63,0,3.252
60.0,2710,-25,33,62,0,5.141
60.0,2380,-4,39,65,1,6.118
40.0,2447,12,37,57,0,10.55
40.0,2447,-2,33,60,0,8.76
60.0,2070,-10,34,63,0,9.17
60.0,2560,-11,36,64,1,9.47
40.0,2450,11,11,53,0,10.05
40.0,2540,-7,40,54,0,3.505
60.0,2475,-17,19,59,0,8.76
60.0,2065,-29,8,64,1,3.865
40.0,2360,-27,6,58,0,6.872
60.0,2140,-11,36,57,0,5.907
40.0,2390,-2,7,61,0,6.592
60.0,2560,-7,22,55,0,4.373
40.0,2880,-13,25,58,0,10.68
60.0,2415,-24,10,54,0,16.12
60.0,2215,-24,10,48,1,10.05
60.0,2470,-24,10,48,1,4.794
40.0,2880,2,37,62,0,6.395
40.0,2688,-16,16,58,0,12.09
40.0,2710,-13,25,56,0,15.92
60.0,2470,-4,39,63,0,5.188
40.0,2680,-30,9,61,0,15.48
40.0,2380,2,37,62,0,7.468
40.0,2381,15,19,60,0,15.7
40.0,2420,-4,35,52,0,10.28
60.0,2600,-14,7,58,1,16.39
40.0,2290,-20,11,57,0,9.94
40.0,2630,-32,7,61,0,5.188
60.0,2360,-34,7,48,0,5.313
40.0,2492,4,10,65,0,9.01
60.0,2365,-14,7,54,0,4.507
40.0,2555,-22,12,50,0,5.313
60.0,2560,-4,39,55,0,16.19
40.0,2447,3,9,50,0,15.99
40.0,2650,-7,40,53,1,16.86
40.0,2394,2,37,50,0,4.512
40.0,2750,-30,9,58,0,13.84
40.0,2430,-22,12,61,0,3.433
40.0,2660,15,19,67,0,12.56
60.0,2580,-29,8,54,0,17.8
40.0,2542,-16,16,53,1,6.659
60.0,2520,-27,38,57,0,5.241
40.0,2360,-16,16,65,1,8.68
40.0,2492,-22,12,58,0,12.96
40.0,2520,-16,16,62,0,11.22
40.0,2480,11,11,61,0,12.77
60.0,2435,-18,13,55,0,16.19
60.0,2202,-14,26,54,1,3.702
60.0,2573,-26,27,56,0,9.88
60.0,2815,-34,13,54,1,7.927
40.0,2245,-7,24,52,0,15.92
40.0,2770,-16,16,59,0,16.86
40.0,2330,-7,16,56,1,6.069
40.0,2265,-2,33,64,0,5.313
40.0,2462,-16,16,61,0,13.6
40.0,2710,3,36,62,0,12.43
40.0,2460,8,40,50,0,2.451
40.0,2685,-20,11,62,0,6.6
40.0,2447,3,9,56,0,16.12
40.0,2450,11,11,62,0,4.512
40.0,2390,-7,40,52,0,7.468
40.0,2460,11,11,50,0,4.579
40.0,2780,-7,40,62,0,5.313
60.0,1930,-34,7,63,1,12.28
40.0,2762,11,29,60,0,6.659
40.0,2710,-13,25,62,0,16.39
60.0,2520,-27,38,58,0,15.92
40.0,2640,11,11,54,0,15.99
40.0,2470,8,40,50,1,12.49
60.0,2313,-29,8,55,1,12.23
60.0,2254,-7,22,59,1,6.767
40.0,2015,11,11,67,0,12.37
60.0,2280,-25,33,62,0,11.09
40.0,2880,13,35,60,0,8.87
60.0,2506,-7,22,53,1,5.921
40.0,2513,11,11,56,1,15.99
60.0,2520,-21,10,55,0,12.59
40.0,2390,3,9,50,0,12.49
40.0,2213,-31,7,65,0,7.595
40.0,2245,15,19,58,0,10.7
40.0,2570,-22,12,59,0,15.44
60.0,2130,-4,39,59,0,11.77
40.0,2460,-20,11,61,0,10.75
40.0,2320,15,19,60,0,16.12
40.0,2560,-32,7,59,0,5.317
60.0,2115,10,31,66,0,13.3
40.0,2465,11,11,50,0,15.92
40.0,2420,11,11,57,0,5.907
40.0,2300,-7,24,58,0,17.26
40.0,2555,-30,9,52,0,5.921
40.0,2450,-7,34,60,0,11.22
40.0,2660,11,29,52,0,17.26
40.0,2100,11,29,61,0,3.702
60.0,2270,-17,19,63,0,10.49
40.0,2375,13,35,50,0,15.99
60.0,2830,-14,7,55,0,17.26
40.0,2650,12,37,50,1,11.96
40.0,2360,3,36,58,0,11.91
40.0,2483,-20,11,50,0,9.17
60.0,2380,-27,38,59,0,12.28
60.0,2475,-25,36,64,0,17.26
40.0,2495,3,7,50,0,15.25
60.0,2380,-23,33,63,1,17.26
60.0,2290,-14,7,63,1,15.25
40.0,2752,-20,11,58,0,3.505
40.0,2100,-7,24,62,0,15.18
60.0,2230,-24,10,56,0,13.66
40.0,2460,-7,40,62,0,16.19
40.0,2965,-31,7,62,0,12.64
40.0,2550,-31,7,60,0,12.09
40.0,2091,3,9,57,0,3.433
40.0,2760,-11,14,67,0,11.96
40.0,2700,11,29,50,1,15.92
40.0,2525,-13,25,50,0,9.21
40.0,2469,13,35,53,1,2.169
40.0,2520,11,11,52,0,11.42
40.0,2556,-14,36,64,1,12.22
60.0,2285,-34,13,55,1,15.99
60.0,2500,-32,27,57,0,12.49
40.0,2585,1,20,65,0,5.317
40.0,2605,3,9,50,0,12.36
60.0,2475,-13,12,62,0,12.9
40.0,2440,-27,8,64,1,5.313
40.0,2470,-4,35,67,0,15.58
60.0,2495,14,35,54,0,6.118
60.0,2587,-18,13,66,1,16.12
40.0,2447,-27,6,50,0,9.47
40.0,2360,-16,16,50,1,16.51
60.0,1950,-11,30,65,1,17.39
60.0,2360,-7,22,63,0,3.865
40.0,2520,-4,35,61,0,12.53
40.0,2420,-4,35,62,0,15.45
40.0,2514,-32,7,58,0,6.659
40.0,2750,-20,11,54,0,14.58
60.0,2020,-4,39,54,0,14.84
40.0,2360,-7,40,57,0,15.44
40.0,2360,11,11,61,1,3.505
40.0,2385,-16,16,65,0,8.87
40.0,2450,4,10,50,0,10.84
40.0,2740,-7,40,63,0,11.46
60.0,2270,-13,12,48,0,12.23
40.0,2360,-27,6,60,0,13.6
40.0,2430,2,37,61,0,12.23
40.0,2400,3,7,57,0,10.75
60.0,2573,-34,13,63,0,7.468
40.0,2465,-4,35,58,0,12.02
40.0,2560,-31,7,50,0,15.66
40.0,2620,11,29,57,0,13.37
40.0,2500,-20,11,64,0,5.929
40.0,2447,8,24,57,0,15.92
40.0,2420,-11,10,57,0,14.84
40.0,2740,13,35,63,0,3.836
40.0,2630,-32,7,62,0,4.155
60.0,2525,-4,39,58,0,10.55
40.0,2400,-31,31,56,0,15.58
40.0,2620,-11,14,61,0,6.395
40.0,2650,-27,6,60,1,10.7
40.0,2440,4,10,61,0,12.23
40.0,2140,-27,6,60,0,16.86
60.0,1930,-17,19,64,1,16.19
40.0,2360,-11,10,62,1,15.11
40.0,2380,-22,12,56,0,11.96
60.0,2065,-11,36,66,1,12.09
40.0,2760,11,29,57,1,14.84
40.0,2194,8,24,60,0,13.3
40.0,2439,-20,11,50,0,6.659
40.0,2478,-7,40,67,0,5.984
40.0,2570,-16,16,60,0,3.505
40.0,2360,11,11,61,1,6.34
60.0,2730,-24,10,53,0,10.7
60.0,2495,-11,36,54,0,16.02
60.0,2240,-32,27,59,0,15.62
40.0,2550,4,10,65,0,12.28
40.0,2447,15,19,65,0,14.58
40.0,2605,-13,25,60,0,6.395
40.0,2087,15,19,54,0,3.505
60.0,2480,-14,7,62,1,4.579
40.0,2375,13,35,58,0,9.21
40.0,2740,15,19,61,0,6.767
40.0,2560,-4,35,61,1,12.5
40.0,2470,11,29,58,0,12.56
60.0,2310,-27,38,54,0,4.311
60.0,2620,-24,10,59,0,9.21
60.0,2560,-32,27,53,0,17.9
40.0,2400,-27,8,58,0,3.702
60.0,2300,-24,10,58,0,5.241
40.0,2405,-4,35,59,0,12.09
40.0,2735,-7,34,53,0,15.99
40.0,2740,-31,31,58,0,10.84
60.0,2115,8,34,55,1,13.33
40.0,2180,3,7,56,1,5.188
40.0,2710,13,35,53,0,17.62
40.0,2440,-4,35,57,0,15.85
40.0,2510,12,16,61,0,14.89
60.0,2070,-27,38,63,0,5.907
60.0,2241,-11,9,57,0,12.9
40.0,2665,-23,35,53,0,12.39
40.0,2483,-4,35,52,0,17.39
60.0,2594,-21,10,58,0,4.507
60.0,2586,15,9,55,0,12.09
40.0,2618,-7,40,53,0,12.53
40.0,2460,-11,10,65,0,12.02
40.0,2425,-4,35,62,1,13.32
40.0,2600,-13,25,58,1,14.84
40.0,2665,11,29,62,0,12.09
40.0,2440,-4,35,61,0,4.645
40.0,2700,-31,31,67,1,3.568
40.0,2685,-22,12,65,0,15.44
40.0,2500,11,29,61,0,9.74
40.0,2447,-7,16,65,0,13.7
60.0,2398,14,35,53,1,9.74
60.0,2240,-24,10,63,1,5.335
40.0,2290,-27,8,50,0,5.921
40.0,2140,-31,31,63,0,10.68
60.0,2070,-32,27,63,1,15.78
40.0,2560,3,36,62,0,6.118
40.0,2440,12,37,50,0,17.26
60.0,2415,-21,10,63,0,15.11
40.0,2450,11,29,63,0,11.77
40.0,2390,-13,25,54,0,2.169
60.0,2040,-24,10,66,0,15.58
40.0,2470,12,16,67,0,15.66
40.0,2475,11,29,50,0,13.03
40.0,2586,3,9,54,0,10.28
40.0,2465,13,35,61,0,15.58
40.0,2340,-14,36,60,0,16.25
60.0,2525,-14,26,64,0,13.13
60.0,2220,-7,22,55,0,16.25
60.0,2460,-25,33,54,0,16.86
40.0,2710,13,35,62,0,11.96
60.0,2475,-32,27,63,0,3.865
40.0,2580,11,29,63,0,11.63
40.0,2439,-7,40,53,0,12.69
40.0,2320,-24,36,61,0,15.99
60.0,2398,-25,36,55,1,4.155
40.0,2438,-22,12,50,0,6.767
60.0,2110,-29,8,56,0,6.6
40.0,2730,-27,8,50,0,15.78
60.0,2470,-11,36,59,0,10.05
40.0,2450,13,35,57,0,16.05
40.0,2390,-7,16,62,0,3.595
40.0,2050,-7,40,53,0,6.118
60.0,2335,-7,22,68,1,9.0
60.0,2400,13,27,55,0,12.23
40.0,2740,-22,12,60,0,12.09
40.0,2290,-7,40,61,0,4.512
40.0,2447,-27,6,54,0,10.56
40.0,2050,11,11,58,0,14.24
60.0,2050,-4,39,48,0,8.68
40.0,2385,13,35,61,0,12.5
40.0,2320,-20,11,56,0,15.92
40.0,2470,3,9,52,0,10.78
40.0,2600,-4,35,54,1,2.613
40.0,2660,-16,16,59,0,6.324
60.0,2310,-26,27,68,0,13.03
40.0,2447,3,9,56,0,11.42
40.0,2442,13,35,61,0,12.64
40.0,2140,3,36,64,0,13.6
60.0,2390,-29,8,63,1,2.865
60.0,2316,-11,36,58,0,11.63
40.0,2585,2,37,50,0,13.03
40.0,2448,13,35,60,0,12.63
60.0,2500,-4,39,54,0,6.659
40.0,2490,-22,12,50,0,10.56
60.0,2466,-7,22,64,0,13.3
40.0,2360,-7,24,57,1,8.14
40.0,2194,3,9,62,0,13.5
60.0,2380,-7,22,59,0,11.42
40.0,2700,-22,12,61,1,2.613
40.0,2520,-22,12,57,0,6.069
60.0,2417,-32,27,57,0,13.32
40.0,2593,11,11,57,0,13.14
60.0,2254,14,35,66,1,7.595
40.0,2529,-7,16,57,0,10.68
40.0,2450,-13,25,59,0,4.709
60.0,2100,-26,27,60,0,16.39
40.0,2040,2,37,61,0,5.313
40.0,2360,-16,16,62,1,12.96
40.0,2340,-27,6,64,0,3.702
60.0,2090,-11,36,65,0,11.22
40.0,2500,-22,12,57,0,5.313
40.0,2200,2,37,58,0,9.21
40.0,2740,-27,6,56,0,12.56
40.0,2390,-14,36,58,0,5.335
40.0,2710,13,35,50,0,5.335
40.0,2340,-13,25,60,0,11.96
40.0,2635,-7,40,59,0,12.56
40.0,2470,-16,16,61,1,3.286
40.0,2750,9,16,50,0,3.836
40.0,2540,11,11,61,0,16.86
40.0,2460,8,24,57,0,12.37
60.0,2250,-29,8,55,0,12.36
40.0,2540,11,11,50,0,12.23
40.0,2500,-13,25,61,0,5.313
60.0,2285,-14,7,64,0,10.28
40.0,2400,3,9,64,0,11.96
40.0,2460,-7,40,59,0,2.451
40.0,2424,6,31,57,0,16.12
40.0,2600,-16,16,67,1,12.5
40.0,2680,-20,11,65,0,10.55
40.0,2405,-16,16,60,0,13.37
40.0,2460,12,16,50,0,15.92
60.0,2506,-27,38,54,0,13.66
40.0,2094,6,31,61,0,4.373
40.0,2630,2,37,58,0,12.26
40.0,2460,4,10,61,0,9.01
40.0,2465,-14,36,60,0,16.39
40.0,2375,-22,12,62,0,14.51
40.0,2360,11,11,64,1,9.0
60.0,2200,-4,39,48,0,17.21
60.0,2560,-29,8,55,0,3.319
40.0,2365,-16,16,61,0,12.36
40.0,2405,-27,8,65,0,15.92
40.0,2640,13,35,53,0,16.86
40.0,2510,1,20,58,0,15.7
40.0,2462,-2,7,52,0,5.701
40.0,2415,8,40,57,0,4.507
60.0,2310,-29,8,65,1,10.62
40.0,2447,-20,11,65,0,17.9
40.0,2420,2,37,63,0,6.734
60.0,2483,-11,30,68,1,3.702
40.0,2440,-7,40,63,1,4.794
40.0,2580,11,29,59,0,11.42
40.0,2375,11,11,58,0,16.39
60.0,2450,-34,13,64,0,12.77
40.0,2740,-24,36,67,0,5.313
40.0,2542,12,16,58,1,4.155
40.0,2470,-13,25,65,0,8.75
40.0,2448,-4,35,50,0,5.907
60.0,2580,-4,39,54,0,14.89
40.0,2515,2,37,65,0,15.11
60.0,2600,-7,22,66,0,6.6
40.0,2685,-11,14,61,0,15.18
60.0,2495,-34,13,63,0,12.09
40.0,2091,-4,35,65,0,9.21
40.0,2593,-2,7,61,0,12.43
40.0,2465,-7,24,50,0,12.9
60.0,2490,-14,7,60,1,16.51
40.0,2495,-31,31,65,0,14.84
60.0,2565,-23,33,63,1,3.252
40.0,2360,13,35,60,0,12.26
40.0,2460,-31,31,58,0,13.6
40.0,2400,3,9,60,0,13.3
40.0,2529,-2,7,58,0,13.3
60.0,2650,-17,19,57,1,11.22
60.0,1830,15,36,66,0,15.25
40.0,2500,-31,31,59,0,15.92
40.0,2381,-27,6,65,0,16.51
60.0,2470,-24,10,66,0,4.574
40.0,2220,8,40,65,0,10.62
60.0,2438,-32,27,65,1,14.89
60.0,2516,-7,22,54,0,13.24
40.0,2447,-32,7,65,0,10.55
60.0,2605,-11,9,55,0,15.25
40.0,2390,9,16,63,0,3.702
40.0,2494,3,7,63,0,6.069
40.0,2091,-13,25,63,0,6.063
60.0,2285,-17,19,60,1,12.9
60.0,2775,-18,13,56,0,16.39
40.0,2450,-20,11,58,1,9.88
40.0,2495,-7,40,59,0,17.26
60.0,2254,-25,33,48,1,2.865
60.0,2250,-32,27,54,0,12.77
40.0,2520,3,36,61,0,11.63
40.0,2290,-2,7,56,0,9.0
60.0,2320,-23,33,48,0,15.92
40.0,2595,2,37,61,1,6.324
40.0,2750,4,10,62,0,11.63
60.0,2290,8,34,58,0,17.26
60.0,2495,-26,27,63,0,16.12
40.0,2680,-4,35,64,0,12.76
40.0,2440,3,9,58,0,12.09
40.0,2600,-4,35,54,0,15.58
40.0,2380,-24,36,56,0,9.74
60.0,1930,-34,13,66,1,10.68
60.0,2340,-34,13,53,1,3.836
40.0,2495,-11,23,61,0,16.12
60.0,2316,-34,7,63,0,10.34
60.0,2545,-29,8,56,0,9.01
40.0,2494,11,11,56,0,12.49
40.0,2710,-7,34,58,0,5.866
60.0,2195,-14,26,58,0,12.9
40.0,2450,15,19,64,0,8.68
60.0,2310,15,36,66,0,15.92
60.0,2470,-32,27,63,0,12.56
40.0,2710,-20,11,65,1,6.659
60.0,2585,13,27,54,0,11.76
40.0,2635,8,40,53,0,13.44
60.0,2490,-4,39,57,0,5.929
40.0,2644,-20,11,65,0,7.468
60.0,2020,-32,27,65,0,3.903
60.0,2516,-8,12,63,0,15.45
40.0,2591,11,29,58,0,12.5
40.0,2462,-13,25,65,0,4.794
60.0,2200,-13,12,54,0,13.03
40.0,2570,-16,16,56,0,4.713
40.0,2370,-7,40,52,1,16.19
60.0,2438,-27,38,55,1,10.05
40.0,2710,-13,25,65,0,4.574
60.0,2087,-14,7,59,0,17.21
40.0,2460,4,10,58,0,3.113
40.0,2513,-20,11,62,1,14.51
60.0,2460,-34,7,54,0,5.701
60.0,2460,-27,38,63,0,15.91
40.0,2670,-20,11,62,0,3.595
60.0,2330,8,34,53,1,4.512
40.0,2593,-22,12,54,0,17.26
40.0,2515,-7,40,62,0,16.12
